,maxpool,lr,accuracy
0,0.0,0.036240972567622196,0.5862
1,1.0,0.017311104555847258,0.5525
2,10.0,0.07630025608529241,0.5266
3,100.0,0.00479013200474019,0.5102
4,1000.0,0.037516340835876225,0.531
5,10000.0,0.00010231877776527852,0.1165
