,maxpool,lr,accuracy
0,0.0,0.07133996905450335,0.4393
1,0.5,0.07150685932686074,0.3713
2,1.0,0.017671810494894667,0.4001
3,10.0,0.03034874146088378,0.5231
4,100.0,0.07757920087560345,0.4988
