,maxpool,lr,accuracy
0,0.0,0.003897799549729883,0.9838
1,1.0,0.0022404436248339987,0.9865
2,10.0,0.000992044783834932,0.9855
3,100.0,0.011134656918983212,0.9822
4,1000.0,0.001613853346792409,0.9872
5,10000.0,0.0030235529808930526,0.9854
