experiment,epoch,accuracy,maxpool
0,0,1.781999945640564,1.0
0,0,1.781999945640564,1.0
0,0,1.781999945640564,1.0
0,1,9.697999954223633,1.0
0,1,9.697999954223633,1.0
0,1,9.697999954223633,1.0
0,2,24.010000228881836,1.0
0,2,24.010000228881836,1.0
0,2,24.010000228881836,1.0
0,3,32.55799865722656,1.0
0,3,32.55799865722656,1.0
0,3,32.55799865722656,1.0
0,4,40.53999710083008,1.0
0,4,40.53999710083008,1.0
0,4,40.53999710083008,1.0
0,5,41.624000549316406,1.0
0,5,41.624000549316406,1.0
0,5,41.624000549316406,1.0
0,6,47.79800033569336,1.0
0,6,47.79800033569336,1.0
0,6,47.79999923706055,1.0
0,7,49.81599807739258,1.0
0,7,49.81599807739258,1.0
0,7,49.81599807739258,1.0
0,8,51.66999816894531,1.0
0,8,51.66999816894531,1.0
0,8,51.66999816894531,1.0
0,9,51.48999786376953,1.0
0,9,51.48999786376953,1.0
0,9,51.48999786376953,1.0
0,10,53.68199920654297,1.0
0,10,53.68199920654297,1.0
0,10,53.68199920654297,1.0
0,11,53.95800018310547,1.0
0,11,53.95800018310547,1.0
0,11,53.955997467041016,1.0
0,12,54.47599792480469,1.0
0,12,54.47599792480469,1.0
0,12,54.47599792480469,1.0
0,13,53.27000045776367,1.0
0,13,53.27000045776367,1.0
0,13,53.27000045776367,1.0
0,14,55.02000045776367,1.0
0,14,55.02000045776367,1.0
0,14,55.02000045776367,1.0
0,15,55.99199676513672,1.0
0,15,55.99199676513672,1.0
0,15,55.99199676513672,1.0
0,16,57.58199691772461,1.0
0,16,57.58199691772461,1.0
0,16,57.58199691772461,1.0
0,17,57.99399948120117,1.0
0,17,57.99399948120117,1.0
0,17,57.99399948120117,1.0
0,18,57.36399841308594,1.0
0,18,57.36399841308594,1.0
0,18,57.36399841308594,1.0
0,19,59.24199676513672,1.0
0,19,59.24199676513672,1.0
0,19,59.24199676513672,1.0
0,20,58.343997955322266,1.0
0,20,58.34199905395508,1.0
0,20,58.34199905395508,1.0
