experiment,epoch,accuracy,maxpool
0,0,2.0899999141693115,10.0
0,0,2.0899999141693115,10.0
0,0,2.0899999141693115,10.0
0,1,11.305999755859375,10.0
0,1,11.305999755859375,10.0
0,1,11.305999755859375,10.0
0,2,26.88599967956543,10.0
0,2,26.887998580932617,10.0
0,2,26.88599967956543,10.0
0,3,33.06599807739258,10.0
0,3,33.06599807739258,10.0
0,3,33.06599807739258,10.0
0,4,42.38399887084961,10.0
0,4,42.38399887084961,10.0
0,4,42.38399887084961,10.0
0,5,45.17599868774414,10.0
0,5,45.17599868774414,10.0
0,5,45.17599868774414,10.0
0,6,46.51599884033203,10.0
0,6,46.51799774169922,10.0
0,6,46.51599884033203,10.0
0,7,49.57600021362305,10.0
0,7,49.577999114990234,10.0
0,7,49.577999114990234,10.0
0,8,48.13999938964844,10.0
0,8,48.13999938964844,10.0
0,8,48.13999938964844,10.0
0,9,51.33599853515625,10.0
0,9,51.33599853515625,10.0
0,9,51.33599853515625,10.0
0,10,53.54399871826172,10.0
0,10,53.54399871826172,10.0
0,10,53.545997619628906,10.0
0,11,53.705997467041016,10.0
0,11,53.705997467041016,10.0
0,11,53.705997467041016,10.0
0,12,55.79399871826172,10.0
0,12,55.79399871826172,10.0
0,12,55.79399871826172,10.0
0,13,56.37999725341797,10.0
0,13,56.37999725341797,10.0
0,13,56.37999725341797,10.0
0,14,56.895999908447266,10.0
0,14,56.895999908447266,10.0
0,14,56.895999908447266,10.0
0,15,54.21999740600586,10.0
0,15,54.21999740600586,10.0
0,15,54.21999740600586,10.0
0,16,57.25199890136719,10.0
0,16,57.25199890136719,10.0
0,16,57.25199890136719,10.0
0,17,57.06399917602539,10.0
0,17,57.06399917602539,10.0
0,17,57.06399917602539,10.0
0,18,57.8120002746582,10.0
0,18,57.8120002746582,10.0
0,18,57.8120002746582,10.0
0,19,57.82999801635742,10.0
0,19,57.82999801635742,10.0
0,19,57.82999801635742,10.0
0,20,57.89799880981445,10.0
0,20,57.89799880981445,10.0
0,20,57.89799880981445,10.0
0,21,58.51799774169922,10.0
0,21,58.51799774169922,10.0
0,21,58.51799774169922,10.0
0,22,56.47999954223633,10.0
0,22,56.47999954223633,10.0
0,22,56.47999954223633,10.0
0,23,54.1099967956543,10.0
0,23,54.1099967956543,10.0
0,23,54.1099967956543,10.0
0,24,58.08399963378906,10.0
0,24,58.08399963378906,10.0
0,24,58.08399963378906,10.0
0,25,58.295997619628906,10.0
0,25,58.295997619628906,10.0
0,25,58.295997619628906,10.0
0,26,53.74199676513672,10.0
0,26,53.74199676513672,10.0
0,26,53.74199676513672,10.0
0,27,55.99199676513672,10.0
0,27,55.99199676513672,10.0
0,27,55.99199676513672,10.0
0,28,56.92599868774414,10.0
0,28,56.92599868774414,10.0
0,28,56.92599868774414,10.0
0,29,58.34599685668945,10.0
0,29,58.34599685668945,10.0
0,29,58.34599685668945,10.0
0,30,70.56399536132812,10.0
0,30,70.56399536132812,10.0
0,30,70.56399536132812,10.0
0,31,71.27399444580078,10.0
0,31,71.27399444580078,10.0
0,31,71.27399444580078,10.0
0,32,71.84199523925781,10.0
0,32,71.84199523925781,10.0
0,32,71.84199523925781,10.0
0,33,71.82599639892578,10.0
0,33,71.82599639892578,10.0
0,33,71.82599639892578,10.0
0,34,72.41199493408203,10.0
0,34,72.41199493408203,10.0
0,34,72.41199493408203,10.0
0,35,72.37799835205078,10.0
0,35,72.37799835205078,10.0
0,35,72.37799835205078,10.0
0,36,72.47999572753906,10.0
0,36,72.47999572753906,10.0
0,36,72.47999572753906,10.0
0,37,72.6199951171875,10.0
0,37,72.6199951171875,10.0
0,37,72.6199951171875,10.0
0,38,72.4219970703125,10.0
0,38,72.4219970703125,10.0
0,38,72.4219970703125,10.0
0,39,72.4959945678711,10.0
0,39,72.4959945678711,10.0
0,39,72.4959945678711,10.0
0,40,72.56800079345703,10.0
0,40,72.56800079345703,10.0
0,40,72.56800079345703,10.0
0,41,72.7459945678711,10.0
0,41,72.7459945678711,10.0
0,41,72.7459945678711,10.0
0,42,72.4219970703125,10.0
0,42,72.4219970703125,10.0
0,42,72.4219970703125,10.0
0,43,72.08799743652344,10.0
0,43,72.08799743652344,10.0
0,43,72.08799743652344,10.0
0,44,72.33799743652344,10.0
0,44,72.33799743652344,10.0
0,44,72.33799743652344,10.0
0,45,72.3699951171875,10.0
0,45,72.3699951171875,10.0
0,45,72.3699951171875,10.0
0,46,72.34199523925781,10.0
0,46,72.34199523925781,10.0
0,46,72.34199523925781,10.0
0,47,72.76799774169922,10.0
0,47,72.76799774169922,10.0
0,47,72.76799774169922,10.0
0,48,72.42399597167969,10.0
0,48,72.42399597167969,10.0
0,48,72.42399597167969,10.0
0,49,72.38600158691406,10.0
0,49,72.38600158691406,10.0
0,49,72.38600158691406,10.0
0,50,72.06800079345703,10.0
0,50,72.06800079345703,10.0
0,50,72.06800079345703,10.0
0,51,72.22000122070312,10.0
0,51,72.22000122070312,10.0
0,51,72.22000122070312,10.0
0,52,72.28799438476562,10.0
0,52,72.28799438476562,10.0
0,52,72.28799438476562,10.0
0,53,72.23600006103516,10.0
0,53,72.23600006103516,10.0
0,53,72.23600006103516,10.0
0,54,71.97000122070312,10.0
0,54,71.97000122070312,10.0
0,54,71.97000122070312,10.0
0,55,71.78799438476562,10.0
0,55,71.78799438476562,10.0
0,55,71.78799438476562,10.0
0,56,71.5719985961914,10.0
0,56,71.5719985961914,10.0
0,56,71.5719985961914,10.0
0,57,72.11399841308594,10.0
0,57,72.11399841308594,10.0
0,57,72.11399841308594,10.0
0,58,72.1719970703125,10.0
0,58,72.1719970703125,10.0
0,58,72.1719970703125,10.0
0,59,72.16400146484375,10.0
0,59,72.16400146484375,10.0
0,59,72.16400146484375,10.0
0,60,75.04199981689453,10.0
0,60,75.04199981689453,10.0
0,60,75.04199981689453,10.0
0,61,75.25399780273438,10.0
0,61,75.25399780273438,10.0
0,61,75.25399780273438,10.0
0,62,75.46399688720703,10.0
0,62,75.46399688720703,10.0
0,62,75.46399688720703,10.0
0,63,75.38800048828125,10.0
0,63,75.38800048828125,10.0
0,63,75.38800048828125,10.0
0,64,75.3499984741211,10.0
0,64,75.3499984741211,10.0
0,64,75.3499984741211,10.0
0,65,75.54399871826172,10.0
0,65,75.54399871826172,10.0
0,65,75.54399871826172,10.0
0,66,75.61199951171875,10.0
0,66,75.61199951171875,10.0
0,66,75.61199951171875,10.0
0,67,75.74800109863281,10.0
0,67,75.74800109863281,10.0
0,67,75.74800109863281,10.0
0,68,75.53599548339844,10.0
0,68,75.53599548339844,10.0
0,68,75.53599548339844,10.0
0,69,75.62999725341797,10.0
0,69,75.62999725341797,10.0
0,69,75.62999725341797,10.0
0,70,75.61599731445312,10.0
0,70,75.61599731445312,10.0
0,70,75.61599731445312,10.0
0,71,75.72799682617188,10.0
0,71,75.72799682617188,10.0
0,71,75.72799682617188,10.0
0,72,75.7439956665039,10.0
0,72,75.7439956665039,10.0
0,72,75.7439956665039,10.0
0,73,75.61599731445312,10.0
0,73,75.61599731445312,10.0
0,73,75.61599731445312,10.0
0,74,75.5739974975586,10.0
0,74,75.5739974975586,10.0
0,74,75.5739974975586,10.0
0,75,75.74199676513672,10.0
0,75,75.74199676513672,10.0
0,75,75.74199676513672,10.0
0,76,75.74199676513672,10.0
0,76,75.74199676513672,10.0
0,76,75.74199676513672,10.0
0,77,75.54399871826172,10.0
0,77,75.54399871826172,10.0
0,77,75.54399871826172,10.0
0,78,75.73799896240234,10.0
0,78,75.73799896240234,10.0
0,78,75.73799896240234,10.0
0,79,75.73999786376953,10.0
0,79,75.73999786376953,10.0
0,79,75.73999786376953,10.0
1,0,3.305999994277954,10.0
1,0,3.305999994277954,10.0
1,0,3.305999994277954,10.0
1,1,15.355999946594238,10.0
1,1,15.355999946594238,10.0
1,1,15.355999946594238,10.0
1,2,26.729999542236328,10.0
1,2,26.731998443603516,10.0
1,2,26.729999542236328,10.0
1,3,36.71799850463867,10.0
1,3,36.71999740600586,10.0
1,3,36.71799850463867,10.0
1,4,42.67599868774414,10.0
