experiment,epoch,accuracy,maxpool
0,0,3.797999858856201,0.0
0,0,3.797999858856201,0.0
0,0,3.797999858856201,0.0
0,1,15.375999450683594,0.0
0,1,15.375999450683594,0.0
0,1,15.375999450683594,0.0
0,2,22.52400016784668,0.0
0,2,22.52400016784668,0.0
0,2,22.52400016784668,0.0
0,3,31.959999084472656,0.0
0,3,31.959999084472656,0.0
0,3,31.959999084472656,0.0
0,4,37.87999725341797,0.0
0,4,37.87999725341797,0.0
0,4,37.87999725341797,0.0
0,5,44.05399703979492,0.0
0,5,44.05399703979492,0.0
0,5,44.05399703979492,0.0
0,6,45.354000091552734,0.0
0,6,45.354000091552734,0.0
0,6,45.354000091552734,0.0
0,7,48.39999771118164,0.0
0,7,48.39999771118164,0.0
0,7,48.39999771118164,0.0
0,8,48.51599884033203,0.0
0,8,48.51599884033203,0.0
0,8,48.51599884033203,0.0
0,9,49.15399932861328,0.0
0,9,49.15399932861328,0.0
0,9,49.15399932861328,0.0
0,10,53.33399963378906,0.0
0,10,53.33399963378906,0.0
0,10,53.33399963378906,0.0
0,11,52.39799880981445,0.0
0,11,52.39799880981445,0.0
0,11,52.39799880981445,0.0
0,12,54.91999816894531,0.0
0,12,54.91999816894531,0.0
0,12,54.91999816894531,0.0
0,13,56.53199768066406,0.0
0,13,56.53199768066406,0.0
0,13,56.53199768066406,0.0
0,14,55.43199920654297,0.0
0,14,55.433998107910156,0.0
0,14,55.43199920654297,0.0
0,15,56.66600036621094,0.0
0,15,56.66600036621094,0.0
0,15,56.66600036621094,0.0
0,16,55.17599868774414,0.0
0,16,55.17599868774414,0.0
0,16,55.17599868774414,0.0
0,17,56.6099967956543,0.0
0,17,56.6099967956543,0.0
0,17,56.6099967956543,0.0
0,18,56.34599685668945,0.0
0,18,56.34599685668945,0.0
0,18,56.34599685668945,0.0
0,19,58.16600036621094,0.0
0,19,58.16600036621094,0.0
0,19,58.16600036621094,0.0
0,20,58.01799774169922,0.0
0,20,58.01799774169922,0.0
0,20,58.01799774169922,0.0
