,maxpool,lr,accuracy
0,0.0,0.038201390126612875,0.801
1,1.0,0.036065811128064264,0.8194
2,10.0,0.028566086946607807,0.8101
3,100.0,0.037920505116996045,0.8007
4,1000.0,0.022728626327899293,0.7956
5,10000.0,0.02155860068837469,0.809
