,maxpool,lr,accuracy
0,0.0,0.022181875668274977,0.8191
1,1.0,0.013616295795163286,0.8163
2,10.0,0.03841636145093063,0.8092
3,100.0,0.012989956049670874,0.8243
4,1000.0,0.02058821248218794,0.8276
5,10000.0,0.03248837794537456,0.8142
