,maxpool,lr,accuracy
0,0.0,0.007417153480506564,0.8291
1,1.0,0.008509237638302554,0.8323
2,10.0,0.00512398805646631,0.8331
3,100.0,0.014365473457452291,0.8316
4,1000.0,0.006716137657910161,0.8348
5,10000.0,0.008871894579143417,0.8294
