,maxpool,lr,accuracy
0,0.0,0.029796809019866283,0.6359
1,1.0,0.024611272577954302,0.6624
2,10.0,0.03702340683242682,0.6504
3,100.0,0.025706632514255853,0.6471
4,1000.0,0.05517363400950779,0.6284
5,10000.0,0.0005981170202399376,0.1
