experiment,epoch,accuracy,maxpool
0,0,2.497999906539917,100.0
0,0,2.497999906539917,100.0
0,0,2.497999906539917,100.0
0,1,11.333999633789062,100.0
0,1,11.333999633789062,100.0
0,1,11.333999633789062,100.0
0,2,23.865999221801758,100.0
0,2,23.865999221801758,100.0
0,2,23.865999221801758,100.0
0,3,35.86800003051758,100.0
0,3,35.86800003051758,100.0
0,3,35.86800003051758,100.0
0,4,43.06999969482422,100.0
0,4,43.06999969482422,100.0
0,4,43.06999969482422,100.0
0,5,45.275997161865234,100.0
0,5,45.275997161865234,100.0
0,5,45.275997161865234,100.0
0,6,48.57999801635742,100.0
0,6,48.57999801635742,100.0
0,6,48.57999801635742,100.0
0,7,49.29800033569336,100.0
0,7,49.29800033569336,100.0
0,7,49.29800033569336,100.0
0,8,52.197998046875,100.0
0,8,52.197998046875,100.0
0,8,52.197998046875,100.0
0,9,53.185997009277344,100.0
0,9,53.185997009277344,100.0
0,9,53.185997009277344,100.0
0,10,53.77799987792969,100.0
0,10,53.775997161865234,100.0
0,10,53.77799987792969,100.0
0,11,55.604000091552734,100.0
0,11,55.604000091552734,100.0
0,11,55.604000091552734,100.0
0,12,55.003997802734375,100.0
0,12,55.003997802734375,100.0
0,12,55.003997802734375,100.0
0,13,57.02199935913086,100.0
0,13,57.02199935913086,100.0
0,13,57.02199935913086,100.0
0,14,56.321998596191406,100.0
0,14,56.321998596191406,100.0
0,14,56.321998596191406,100.0
0,15,52.70800018310547,100.0
0,15,52.70800018310547,100.0
0,15,52.70800018310547,100.0
0,16,57.03799819946289,100.0
0,16,57.03799819946289,100.0
0,16,57.03799819946289,100.0
0,17,56.24399948120117,100.0
0,17,56.24399948120117,100.0
0,17,56.24399948120117,100.0
0,18,59.3859977722168,100.0
0,18,59.3859977722168,100.0
0,18,59.3859977722168,100.0
0,19,59.08599853515625,100.0
0,19,59.08599853515625,100.0
0,19,59.08599853515625,100.0
0,20,56.04199981689453,100.0
0,20,56.04199981689453,100.0
0,20,56.04199981689453,100.0
0,21,58.4119987487793,100.0
0,21,58.4119987487793,100.0
0,21,58.4119987487793,100.0
0,22,59.211997985839844,100.0
0,22,59.211997985839844,100.0
0,22,59.211997985839844,100.0
0,23,58.90399932861328,100.0
0,23,58.90399932861328,100.0
0,23,58.90399932861328,100.0
0,24,56.50599670410156,100.0
0,24,56.50599670410156,100.0
0,24,56.50599670410156,100.0
0,25,59.269996643066406,100.0
0,25,59.269996643066406,100.0
0,25,59.269996643066406,100.0
0,26,56.7339973449707,100.0
0,26,56.7339973449707,100.0
0,26,56.7339973449707,100.0
0,27,59.20199966430664,100.0
0,27,59.20199966430664,100.0
0,27,59.20199966430664,100.0
0,28,56.38999938964844,100.0
0,28,56.38999938964844,100.0
0,28,56.38999938964844,100.0
0,29,59.986000061035156,100.0
0,29,59.986000061035156,100.0
0,29,59.986000061035156,100.0
0,30,70.81800079345703,100.0
0,30,70.81800079345703,100.0
0,30,70.81800079345703,100.0
0,31,71.50399780273438,100.0
0,31,71.50399780273438,100.0
0,31,71.50399780273438,100.0
0,32,71.85599517822266,100.0
0,32,71.85599517822266,100.0
0,32,71.85599517822266,100.0
0,33,72.197998046875,100.0
0,33,72.197998046875,100.0
0,33,72.197998046875,100.0
0,34,72.64599609375,100.0
0,34,72.64599609375,100.0
0,34,72.64599609375,100.0
0,35,72.03599548339844,100.0
0,35,72.03599548339844,100.0
0,35,72.03599548339844,100.0
0,36,72.5199966430664,100.0
0,36,72.5199966430664,100.0
0,36,72.5199966430664,100.0
0,37,72.60399627685547,100.0
0,37,72.60399627685547,100.0
0,37,72.60399627685547,100.0
0,38,72.72200012207031,100.0
0,38,72.72200012207031,100.0
0,38,72.72200012207031,100.0
0,39,72.58799743652344,100.0
0,39,72.58799743652344,100.0
0,39,72.58799743652344,100.0
0,40,72.76599884033203,100.0
0,40,72.76599884033203,100.0
0,40,72.76599884033203,100.0
0,41,72.73400115966797,100.0
0,41,72.73400115966797,100.0
0,41,72.73400115966797,100.0
0,42,72.68399810791016,100.0
0,42,72.68399810791016,100.0
0,42,72.68399810791016,100.0
0,43,72.47599792480469,100.0
0,43,72.47599792480469,100.0
0,43,72.47599792480469,100.0
0,44,72.98799896240234,100.0
0,44,72.98799896240234,100.0
0,44,72.98799896240234,100.0
0,45,72.46599578857422,100.0
0,45,72.46599578857422,100.0
0,45,72.46599578857422,100.0
0,46,72.62799835205078,100.0
0,46,72.62799835205078,100.0
0,46,72.62799835205078,100.0
0,47,72.56199645996094,100.0
0,47,72.56199645996094,100.0
0,47,72.56199645996094,100.0
0,48,72.49800109863281,100.0
0,48,72.49800109863281,100.0
0,48,72.49800109863281,100.0
0,49,72.77999877929688,100.0
0,49,72.77999877929688,100.0
0,49,72.77999877929688,100.0
0,50,71.56800079345703,100.0
0,50,71.56800079345703,100.0
0,50,71.56800079345703,100.0
0,51,72.68799591064453,100.0
0,51,72.68799591064453,100.0
0,51,72.68799591064453,100.0
0,52,72.43000030517578,100.0
0,52,72.43000030517578,100.0
0,52,72.43000030517578,100.0
0,53,71.9219970703125,100.0
0,53,71.9219970703125,100.0
0,53,71.9219970703125,100.0
0,54,72.28799438476562,100.0
0,54,72.28799438476562,100.0
0,54,72.28799438476562,100.0
0,55,72.47200012207031,100.0
0,55,72.47200012207031,100.0
0,55,72.47200012207031,100.0
0,56,72.37999725341797,100.0
0,56,72.37999725341797,100.0
0,56,72.37999725341797,100.0
0,57,72.29000091552734,100.0
0,57,72.29000091552734,100.0
