,maxpool,lr,accuracy
0,0.0,0.00925030107121175,0.9902
1,1.0,0.015158789661797303,0.9895
2,10.0,0.005999158314150557,0.9881
3,100.0,0.02589258198893972,0.9906
4,1000.0,0.0016073066997946436,0.9659
5,10000.0,0.00018695360459880384,0.125
