,maxpool,lr,accuracy
0,0.0,0.00792814265610642,0.9915
1,1.0,0.0039331422075637255,0.992
2,10.0,0.05265085541015004,0.9914
3,100.0,0.005186412328215474,0.9916
4,1000.0,0.00013817057162024757,0.9575
5,10000.0,0.021543357869844442,0.098
