,maxpool,lr,accuracy
0,0.0,0.013174083166244917,0.9926
1,1.0,0.010399557487536527,0.9922
2,10.0,0.006040743875503923,0.9911
3,100.0,0.004960236911188219,0.9921
4,1000.0,0.015341814804729324,0.9906
5,10000.0,0.006231521515661732,0.9911
