run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,maxpool,batch_norm
0,0,0.13986848946077277,0.9576959356542925,0.19193019355393917,0.9475261216963737,0.0,True
0,1,0.0597693822470056,0.9836932884730886,0.16546858864269037,0.9549016594960049,0.0,True
0,2,0.044557252447289156,0.9881272228508597,0.16086248054358238,0.9577443146896127,0.0,True
0,3,0.03643502752464938,0.9903018276093845,0.1569737986129819,0.9595881991395205,0.0,True
0,4,0.030495140293994583,0.991755329664433,0.1620075181982983,0.958320528580209,0.0,True
0,5,0.02672532070113952,0.9926082265956986,0.165407363482362,0.959818684695759,0.0,True
0,6,0.02332608803209052,0.9934893651472048,0.17114164272030652,0.9576674861708666,0.0,True
0,7,0.02140036422086049,0.9938207334913609,0.17514062932624672,0.9599339274738783,0.0,True
0,8,0.019431540764958025,0.994440166361971,0.1827507895984869,0.9589351567301783,0.0,True
0,9,0.017704264399517014,0.9947715347061271,0.19079277067805617,0.9564382298709281,0.0,True
0,10,0.016986258805516255,0.9947884796782714,0.18036881077791997,0.9572449293177627,0.0,True
0,11,0.01586761106927711,0.9949541638503495,0.18661352866454142,0.9584741856177013,0.0,True
0,12,0.01461442349904991,0.9954116780982469,0.18797366555166428,0.958320528580209,0.0,True
0,13,0.01398965829826263,0.9956112522146138,0.2070956906139622,0.9542486170866625,0.0,True
0,14,0.012927000551338655,0.995833419627173,0.20806294291412236,0.9540949600491703,0.0,True
0,15,0.013785021463072443,0.9954079125488815,0.18652833375894246,0.9615473263675476,0.0,True
0,16,0.011905745124242391,0.9960838286599728,0.18680026613432785,0.9625076828518746,0.0,True
0,17,0.011082994952259293,0.9964453213990522,0.18961647004460008,0.9595113706207744,0.0,True
0,18,0.011087502040058733,0.9964264936522251,0.19371023945424748,0.9606637984019668,0.0,True
0,19,0.010901341553193977,0.9964057831307154,0.19398497073586415,0.9588967424708051,0.0,True
0,20,0.00910690415336425,0.9970383954241044,0.209946745656916,0.9592040565457898,0.0,True
0,21,0.009581121019570224,0.9968086969128144,0.19607180014423942,0.9609711124769514,0.0,True
0,22,0.009092500741223255,0.9970007399304504,0.19215150445813878,0.9581668715427166,0.0,True
0,23,0.009420842320086008,0.9969423739152864,0.20181116564520474,0.9615089121081746,0.0,True
0,24,0.008672456482806838,0.9971137064114126,0.19192227184544122,0.9589351567301783,0.0,True
0,25,0.007471679966133761,0.9975994622795507,0.19624540540907118,0.9613168408113092,0.0,True
0,26,0.008039656518453574,0.9974394264315206,0.19460465442175154,0.9619314689612785,0.0,True
0,27,0.007423379177070526,0.9974921441226364,0.20482304087087114,0.9619698832206515,0.0,True
0,28,0.006663907206202128,0.9978366918895715,0.21287465734956823,0.9588967424708051,0.0,True
0,29,0.007263215694082789,0.9976898354643204,0.20100911458333334,0.9603564843269822,0.0,True
0,30,0.006661393111010632,0.9977971536212347,0.2061813727192495,0.958358942839582,0.0,True
0,31,0.006789038253117757,0.9977256081832919,0.19016029825612504,0.9628918254456054,0.0,True
0,32,0.007476065991872764,0.997520385742877,0.19406882830506542,0.9643131530424094,0.0,True
0,33,0.005215250914355358,0.9983826965475561,0.18333756603957135,0.9645052243392748,0.0,True
0,34,0.004736039078379252,0.9985201390993935,0.19028867889638149,0.9634296250768285,0.0,True
0,35,0.004302178764917764,0.9986274572563077,0.23448090535014068,0.9546711739397664,0.0,True
0,36,0.004909763106380601,0.9984354142386718,0.2132965614055765,0.958320528580209,0.0,True
0,37,0.0048211279547358135,0.9983996415197004,0.19045221759898454,0.9606637984019668,0.0,True
0,38,0.0037895711358771266,0.9988439763448189,0.1955790391826995,0.9624692685925015,0.0,True
0,39,0.004069099871509047,0.9987366581879047,0.20801638460707392,0.9581284572833436,0.0,True
