,maxpool,lr,accuracy
0,0.0,0.005412396681253883,0.8264
1,1.0,0.007015393685284073,0.8231
2,10.0,0.010569305406434389,0.8356
3,100.0,0.003319738248731368,0.7988
4,1000.0,6.049886998609774e-05,0.2979
5,10000.0,0.005694682534887906,0.1
