,maxpool,lr,accuracy
0,0.0,1.88219049684527e-05,0.1958743085433313
1,1.0,0.00038566741291698963,0.1958743085433313
2,10.0,0.0003645035298823149,0.1958743085433313
3,100.0,0.05512031481092004,0.9466425937307928
4,1000.0,1.0222740278139559e-05,0.08489551321450522
5,10000.0,0.04969855333956083,0.06699446834665028
