,maxpool,lr,accuracy
0,0.0,0.025857216548954173,0.9872
1,1.0,0.0004889544400704348,0.9896
2,10.0,0.0005787826534226051,0.9907
3,100.0,0.0016284443210734022,0.9888
4,1000.0,0.008844644032087175,0.9874
5,10000.0,0.0006767692194449543,0.9889
