run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,maxpool,batch_norm
0,0,1.3704344964088382,0.4961,1.027345396876335,0.6357,0.0,True
0,1,0.9315544048233715,0.66804,0.9528557509183884,0.6768,0.0,True
0,2,0.7487093044059051,0.73914,0.8285672506690025,0.7247,0.0,True
0,3,0.6491657862882785,0.77396,0.6890688288211823,0.7673,0.0,True
0,4,0.5837939211627101,0.79598,0.5559874886274337,0.8055,0.0,True
0,5,0.5296022444201247,0.81736,0.5359975996613503,0.8149,0.0,True
0,6,0.48523008251738975,0.83334,0.6259005507826805,0.795,0.0,True
0,7,0.44918384763133495,0.84368,0.5538897043466569,0.8162,0.0,True
0,8,0.4173113248689705,0.85628,0.478877554833889,0.8369,0.0,True
0,9,0.39008137644709223,0.86382,0.5123130130767822,0.8238,0.0,True
0,10,0.36488059708072096,0.87452,0.47563961684703826,0.8391,0.0,True
0,11,0.3402196142603369,0.8824,0.4717633309960365,0.8424,0.0,True
0,12,0.3228836890376742,0.88722,0.4593305653333664,0.849,0.0,True
0,13,0.30152675959155384,0.89528,0.43988177567720416,0.854,0.0,True
0,14,0.282884713748227,0.90128,0.44305579870939255,0.8529,0.0,True
0,15,0.26768409594169357,0.90794,0.4410895442962646,0.8562,0.0,True
0,16,0.2487096655970949,0.91392,0.4089412559568882,0.8697,0.0,True
0,17,0.2342140040815334,0.9196,0.4658962421119213,0.8542,0.0,True
0,18,0.22584182894824412,0.9219,0.4024325542151928,0.8734,0.0,True
0,19,0.20782870664011183,0.92788,0.386898795068264,0.8779,0.0,True
0,20,0.20021373222169975,0.93104,0.41162598580121995,0.8681,0.0,True
0,21,0.18439557519562713,0.9358,0.40770159974694253,0.8752,0.0,True
0,22,0.1790199357339793,0.9374,0.4000426307320595,0.8743,0.0,True
0,23,0.16616554603056835,0.94202,0.421771984398365,0.8705,0.0,True
0,24,0.15775342988769722,0.94346,0.3894012998044491,0.8839,0.0,True
0,25,0.1492448282306609,0.94786,0.45279110461473465,0.8702,0.0,True
0,26,0.13955678217246403,0.95172,0.4084794369339943,0.8834,0.0,True
0,27,0.13775778454168677,0.9516,0.4561462335288525,0.8736,0.0,True
0,28,0.12523173198789891,0.95608,0.39869823209941385,0.887,0.0,True
0,29,0.12415505512653256,0.95656,0.41667373061180113,0.8813,0.0,True
0,30,0.11339362011388744,0.96088,0.4776721338927746,0.8749,0.0,True
0,31,0.11330179898711422,0.96006,0.41164859786629676,0.8874,0.0,True
0,32,0.10919787406997608,0.96158,0.42507014721632,0.8853,0.0,True
0,33,0.09908430382152043,0.96554,0.44410893216729164,0.8828,0.0,True
0,34,0.09449889468948555,0.96674,0.4794764409959316,0.8757,0.0,True
0,35,0.09145990580491856,0.96762,0.43033163964748383,0.8843,0.0,True
0,36,0.08962727832557905,0.9684,0.43348573163151743,0.8843,0.0,True
0,37,0.08378451001708923,0.97072,0.418528049737215,0.8873,0.0,True
0,38,0.07695780975787002,0.97294,0.43172257728874686,0.8871,0.0,True
