,maxpool,lr,accuracy
0,0.0,0.0002652960454887861,0.8118
1,1.0,0.00034640259823897685,0.8162
2,10.0,0.00027834868810293193,0.8192
3,100.0,0.0006135392989701512,0.8172
4,1000.0,0.00037778547217896997,0.8198
5,10000.0,0.0003768294471564339,0.818
